საქონლის კოდი,საქონლის დასახელება,ზომის ერთეული,რაოდ.,ერთეულის ფასი,საქონლის ფასი,დაბეგვრა,ზედნადების ნომერი,სტატუსი,მყიდველი,გამყიდველი,ზედნადების ტიპი,ტრანსპორტირების დაწყება,ტრანსპორტირების დასრულება,მძღოლი,ა/მ ნომერი,გააქტიურების თარიღი,ტრანსპორტირების დაწყების თარიღი,ტრანსპ. თანხა,შენიშვნა,ქვე-მომხმარებელი,ფირნიშის ან ცნობის ნომერი,დოკუმენტის N,
8697420530143,WW-169 სვ.ხელ. ანტიბაქტერიული  100 ც,ცალი,1,5.55,5.55,ჩვეულებრივი,0974225141,დასრულებული,(400017245) შპს აი-სი-ი,(445427119) შპს პროვაიდერ.ჯი PROVIDER.GE,ტრანსპორტირებით,"ბათუმი, თავდადებულის 4/29","ქ.ბათუმი,ვაჟა ფშაველას 17.",() ,,27-აპრ-2026 11:09:52,27-აპრ-2026 11:09:52,0,,გიორგი ცენტერაძე,, ,
8692395526252,"ნაგვის ტომარა ზომა 55*60, შეკვრაში 20 ც, (50)",ცალი,1,1.30,1.30,ჩვეულებრივი,0974225141,დასრულებული,(400017245) შპს აი-სი-ი,(445427119) შპს პროვაიდერ.ჯი PROVIDER.GE,ტრანსპორტირებით,"ბათუმი, თავდადებულის 4/29","ქ.ბათუმი,ვაჟა ფშაველას 17.",() ,,27-აპრ-2026 11:09:52,27-აპრ-2026 11:09:52,0,,გიორგი ცენტერაძე,, ,
8690637686351,Domestos დომესტოსი 810gr,ცალი,2,3.50,7,ჩვეულებრივი,0974225141,დასრულებული,(400017245) შპს აი-სი-ი,(445427119) შპს პროვაიდერ.ჯი PROVIDER.GE,ტრანსპორტირებით,"ბათუმი, თავდადებულის 4/29","ქ.ბათუმი,ვაჟა ფშაველას 17.",() ,,27-აპრ-2026 11:09:52,27-აპრ-2026 11:09:52,0,,გიორგი ცენტერაძე,, ,
7290016208214,"8214-BAGI აკრილანი სპრეი-ქაფი, კერ/ფილების საწმენდი (400მლ) (12)",ცალი,1,12.08,12.08,ჩვეულებრივი,0974225141,დასრულებული,(400017245) შპს აი-სი-ი,(445427119) შპს პროვაიდერ.ჯი PROVIDER.GE,ტრანსპორტირებით,"ბათუმი, თავდადებულის 4/29","ქ.ბათუმი,ვაჟა ფშაველას 17.",() ,,27-აპრ-2026 11:09:52,27-აპრ-2026 11:09:52,0,,გიორგი ცენტერაძე,, ,
8690530059474,"სელპაკ ტ/ქ 3x32+8ც 3 ფენა,8690530059474",ცალი,1,28,28,ჩვეულებრივი,0974225141,დასრულებული,(400017245) შპს აი-სი-ი,(445427119) შპს პროვაიდერ.ჯი PROVIDER.GE,ტრანსპორტირებით,"ბათუმი, თავდადებულის 4/29","ქ.ბათუმი,ვაჟა ფშაველას 17.",() ,,27-აპრ-2026 11:09:52,27-აპრ-2026 11:09:52,0,,გიორგი ცენტერაძე,, ,
8697623320596,"ARI-ზეტ დისპენსერის ხელსახოცი 21x21სმ, 200ც (12ც=3,6კგ)",ცალი,20,2.95,59,ჩვეულებრივი,0974225141,დასრულებული,(400017245) შპს აი-სი-ი,(445427119) შპს პროვაიდერ.ჯი PROVIDER.GE,ტრანსპორტირებით,"ბათუმი, თავდადებულის 4/29","ქ.ბათუმი,ვაჟა ფშაველას 17.",() ,,27-აპრ-2026 11:09:52,27-აპრ-2026 11:09:52,0,,გიორგი ცენტერაძე,, ,
805869,მაცივარაგენტი GlobalRefrigerant R410A 11.3კგ.,ცალი,1,380,380,ჩვეულებრივი,0974249008,გაუქმებული,(400017245) შპს აი-სი-ი,(402215599) შპს მუბაგი,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის და ელიავას ქუჩებს, მდ.მტკვრის მარცხენა სანაპიროსა და ვახუშტისხიდს შორის ნაკვეთი",ქ.თბილისი ცენტრალი,(04001014731) ბექა გელოვანი,IC110EE,27-აპრ-2026 12:08:15,27-აპრ-2026 12:08:15,0,,ბაქარ კაპანაძე,, ,
0187,ფილტრი ზეთის DO 4161,ცალი,1,10,10,ჩვეულებრივი,0974254680,აქტიური,(400017245) შპს აი-სი-ი,(445433451) შპს ენერჯი მოტორსი,ტრანსპორტირების გარეშე,ხახულის ქუჩა N 1,ხახულის ქუჩა N 1,() ,,27-აპრ-2026 12:24:05,27-აპრ-2026 12:24:05,0,უნაღდო IC-100-EE ,ზაზა ხალვაში,, ,
007785,საწვავის ფილტრი   ST 785,ცალი,1,50,50,ჩვეულებრივი,0974254680,აქტიური,(400017245) შპს აი-სი-ი,(445433451) შპს ენერჯი მოტორსი,ტრანსპორტირების გარეშე,ხახულის ქუჩა N 1,ხახულის ქუჩა N 1,() ,,27-აპრ-2026 12:24:05,27-აპრ-2026 12:24:05,0,უნაღდო IC-100-EE ,ზაზა ხალვაში,, ,
13302886,ძრავის ზეთი MOL Essence SL/CF 10W40 196ლ,ლიტრი,5.50,12.7273,70,ჩვეულებრივი,0974254680,აქტიური,(400017245) შპს აი-სი-ი,(445433451) შპს ენერჯი მოტორსი,ტრანსპორტირების გარეშე,ხახულის ქუჩა N 1,ხახულის ქუჩა N 1,() ,,27-აპრ-2026 12:24:05,27-აპრ-2026 12:24:05,0,უნაღდო IC-100-EE ,ზაზა ხალვაში,, ,
10728629368153,ფილტრი ჰაერის C 27063,ცალი,1,15,15,ჩვეულებრივი,0974254680,აქტიური,(400017245) შპს აი-სი-ი,(445433451) შპს ენერჯი მოტორსი,ტრანსპორტირების გარეშე,ხახულის ქუჩა N 1,ხახულის ქუჩა N 1,() ,,27-აპრ-2026 12:24:05,27-აპრ-2026 12:24:05,0,უნაღდო IC-100-EE ,ზაზა ხალვაში,, ,
15156,Magmaweld Basic Welding Electrode ESB 48 - 2.50 x 350 (mm) - 2.16 kg /ელექტროდი (N 2.5),ცალი,2,30,60,ჩვეულებრივი,0974277470,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,რამიშვილის ქუჩა",(04001014731) ბექა გელოვანი,IC090EE,27-აპრ-2026 13:25:49,27-აპრ-2026 13:25:49,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
15500,Magmaweld Basic Welding Electrode ESB 48 - 3.25xx350 (mm) - 3.27 kg /ელექტროდი (N 3),ცალი,2,35,70,ჩვეულებრივი,0974277470,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,რამიშვილის ქუჩა",(04001014731) ბექა გელოვანი,IC090EE,27-აპრ-2026 13:25:49,27-აპრ-2026 13:25:49,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
17970,Magmaweld Basic Welding Electrode ESB 48 - 4.00 x 350 (mm) - 4.95 kg მუდმივი დენის ელექტროდი N4,ცალი,2,45,90,ჩვეულებრივი,0974277470,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,რამიშვილის ქუჩა",(04001014731) ბექა გელოვანი,IC090EE,27-აპრ-2026 13:25:49,27-აპრ-2026 13:25:49,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
16183,"საჭრელი რგოლი 230*2,5*22,23 14 A",ცალი,20,3,60,ჩვეულებრივი,0974277470,დასრულებული,(400017245) შპს აი-სი-ი,(400223254) შპს  გეგა 2012,ტრანსპორტირებით,"ქ.თბილისი ხოშარაულის ქუჩა გამომცემლობა სამშობლოს მოპირდაპირე მხარე მაღაზია 9,10,11,14,15,16","ქ.თბილისი,რამიშვილის ქუჩა",(04001014731) ბექა გელოვანი,IC090EE,27-აპრ-2026 13:25:49,27-აპრ-2026 13:25:49,0,საქართველოს ბანკი GE68BG0000000026544800GEL beka.wiklauri@yahoo.com,,, ,
04612,თხევადი პაკლი BT-43 250 ml,ცალი,10,35,350,ჩვეულებრივი,0974286181,დასრულებული,(400017245) შპს აი-სი-ი,(421267998) შპს სანტექ სერვისი,ტრანსპორტირებით,ქ. თბილისი. გუდაუთის ქუჩა #7,"ქ. თბილისი, 17 შინდისელი გმირის ქუჩა 22",(04001014731) ბექა გელოვანი,IC090EE,27-აპრ-2026 13:53:32,27-აპრ-2026 13:52:00,0,გადარიცხვა,ნათია მამარდაშვილი,, ,
